priority_rank,priority_tier,spatial_unit_id,location_name,location_type,police_station_mode,unit_latitude,unit_longitude,final_priority_score,score_ml,score_recent30,score_priority,daily_impact_signal_roll_sum_7d,daily_impact_signal_roll_sum_30d,recent_persistence_30d,high_obstruction_share_30d,hist_total_events,hist_confidence_score,recommended_action,recommended_time_window,priority_reason
194,Medium,h3_8960145913bffff,h3_8960145913bffff,H3/grid hotspot cell,Chikkabanavara,13.0399889,77.518588,0.8554824561403508,9.642078973795272,36.37375,18.827421880096946,8.481250000000001,36.37375,0.4,0.13333333333333333,224.0,0.6125000753770962,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
195,Medium,junction_BTP109 - Dewan Madhava Rao Junction,BTP109 - Dewan Madhava Rao Junction,Named junction,Basavanagudi,12.940502649999999,77.5728924,0.8550438596491227,9.440654112080457,34.86625,21.086146264308375,15.5225,34.86625,0.36666666666666664,0.0,250.0,0.5986568346383698,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
196,Medium,h3_8961892cb0bffff,h3_8961892cb0bffff,H3/grid hotspot cell,Kodigehalli,13.0636967,77.5871775,0.8527412280701754,7.375600709543846,60.78425000000001,20.378936844115728,1.1,60.78425000000001,0.23333333333333334,0.027777777777777776,292.0,0.6371274690319546,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
197,Medium,h3_8960145a687ffff,h3_8960145a687ffff,H3/grid hotspot cell,Basavanagudi,12.9406562,77.56667035,0.8499999999999999,6.8409751682538955,48.412,33.78349181891045,31.812000000000005,48.412,0.3,0.0,174.0,0.5616899371510402,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
198,Medium,"junction_BTP168 - MSR Building, JC Road","BTP168 - MSR Building, JC Road",Named junction,Halasuru Gate,12.9613071,77.5839105,0.8487207602339181,6.368401322233934,69.52125,27.966581171099392,11.405625000000004,69.52125,0.3,0.025,115.0,0.5131647214905554,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
199,Medium,h3_89618920907ffff,h3_89618920907ffff,H3/grid hotspot cell,HAL Old Airport,12.9319481,77.69586845,0.8484283625730994,5.779481040365003,82.3075,47.835871455389714,15.6475,82.3075,0.16666666666666666,1.0,150.0,0.510445982126706,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
200,Medium,h3_89618925837ffff,h3_89618925837ffff,H3/grid hotspot cell,Wilson Garden,12.9383154,77.5926448,0.8482821637426899,6.966574381688822,45.439499999999995,27.02522685404565,18.506999999999998,45.439499999999995,0.5333333333333333,0.0,90.0,0.5276138605584663,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
201,Medium,h3_8961892421bffff,h3_8961892421bffff,H3/grid hotspot cell,HSR Layout,12.9115649,77.6380857,0.8467836257309941,8.87319177323046,35.25500000000001,15.628109295074523,5.23,35.25500000000001,0.3,0.0,667.0,0.726904647012824,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
202,Medium,junction_BTP214 - 5th Main Chamrajpet  Junction,BTP214 - 5th Main Chamrajpet  Junction,Named junction,Vijayanagara,12.9586881,77.5651286,0.8466374269005847,5.466526175284126,112.015,45.39575756665963,4.3025,112.015,0.43333333333333335,0.2698412698412698,171.0,0.5654510184779321,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
203,Medium,h3_89618924823ffff,h3_89618924823ffff,H3/grid hotspot cell,Thalagattapura,12.8883942,77.5625815,0.8452485380116959,6.934124698446612,39.987750000000005,25.645196280842697,16.331750000000003,39.987750000000005,0.5666666666666667,0.01818181818181818,220.0,0.6092770507352993,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
204,Medium,h3_8960145b673ffff,h3_8960145b673ffff,H3/grid hotspot cell,R.T. Nagar,13.0061778,77.5931849,0.8444444444444444,6.281954961995392,55.376250000000006,29.378814235642537,17.798750000000002,55.376250000000006,0.5,0.0,97.0,0.5187325972861205,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
205,Medium,h3_89618920b03ffff,h3_89618920b03ffff,H3/grid hotspot cell,HAL Old Airport,12.9568064,77.70363802,0.8430190058479532,7.442969731251965,39.225,17.280406066670988,8.100000000000005,39.225,0.3,0.0,192.0,0.5822510097242276,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
206,Medium,h3_896189251a7ffff,h3_896189251a7ffff,H3/grid hotspot cell,Adugodi,12.92514585,77.63349455,0.8429093567251462,6.2081953870599484,57.486999999999995,28.294324258242735,13.149999999999999,57.486999999999995,0.4666666666666667,0.125,95.0,0.5063409256708032,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
207,Medium,"junction_BTP094 - Sri Skanda Complex, Mysore Road","BTP094 - Sri Skanda Complex, Mysore Road",Named junction,Byatarayanapura,12.9557292,77.5462,0.8420687134502923,6.338969751717358,58.81875,20.865198086443044,1.3125,58.81875,0.26666666666666666,0.3157894736842105,86.0,0.48322594846272426,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
208,Medium,junction_BTP173 - TMC,BTP173 - TMC,Named junction,Shivajinagar,12.9822245,77.5987829,0.8404239766081871,6.5293282199010445,44.133125,21.255066585935054,10.727187500000001,44.133125,0.4,0.037037037037037035,129.0,0.5513897123787659,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
209,Medium,h3_896189276c3ffff,h3_896189276c3ffff,H3/grid hotspot cell,Whitefield,12.8966718,77.7200079,0.8391081871345029,6.725836141091269,44.97800000000001,17.61552287794051,5.005000000000001,44.97800000000001,0.36666666666666664,0.0,140.0,0.5673520757903683,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
210,Medium,h3_8961892ec27ffff,h3_8961892ec27ffff,H3/grid hotspot cell,Jeevanbheemanagar,12.9782089,77.6387698,0.8389619883040935,4.9896244012369495,105.60750000000002,48.152664049515046,7.5,105.60750000000002,0.3,0.5492957746478874,201.0,0.5703455254988591,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
211,Medium,"junction_BTP191 - 40th Cross, 4th Main, Jayanagar","BTP191 - 40th Cross, 4th Main, Jayanagar",Named junction,Jayanagara,12.9199322,77.583426,0.8373538011695907,7.189652663054071,32.476875,18.096447986428128,13.7375,32.476875,0.3333333333333333,0.038461538461538464,90.0,0.4996418325864383,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
212,Medium,h3_8960145a21bffff,h3_8960145a21bffff,H3/grid hotspot cell,Magadi Road,12.96434925,77.55110775,0.8369517543859648,6.414570062726901,42.4381,20.406457435773913,7.83,42.4381,0.5666666666666667,0.018867924528301886,146.0,0.5797680640404246,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
213,Medium,junction_BTP103 - Shanti Nagar TTMC,BTP103 - Shanti Nagar TTMC,Named junction,Wilson Garden,12.9540527,77.5914171,0.8368786549707602,7.928427569595954,29.18875,14.935813558471354,9.335625,29.18875,0.36666666666666664,0.0,111.0,0.5501897227663468,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
214,Medium,junction_BTP120 - Lalbagh Main Gate Junction,BTP120 - Lalbagh Main Gate Junction,Named junction,Wilson Garden,12.9543547,77.585059,0.835124269005848,8.336500467814144,24.6084375,16.090338159034598,10.625,24.6084375,0.4,0.21052631578947367,154.0,0.563431326958173,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
215,Medium,h3_89618920b73ffff,h3_89618920b73ffff,H3/grid hotspot cell,HAL Old Airport,12.9606125,77.7016311,0.8325657894736842,5.895604879638671,50.275,21.045240669648205,2.4999999999999964,50.275,0.4,0.2647058823529412,191.0,0.6115330120417414,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
216,Medium,junction_BTP092 - Bangalore Builders Junction,BTP092 - Bangalore Builders Junction,Named junction,Chamarajpet,12.9591464,77.5557562,0.8322002923976608,4.554350177904598,107.683125,47.82250401058797,8.15625,107.683125,0.26666666666666666,0.6571428571428571,84.0,0.477561826605835,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
217,Medium,h3_89618920a3bffff,h3_89618920a3bffff,H3/grid hotspot cell,HAL Old Airport,12.9647257,77.71824425,0.8317616959064327,6.0649015091286405,50.572,16.25975604325717,0.0,50.572,0.23333333333333334,0.0,454.0,0.6452893821680915,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
218,Medium,"junction_BTP102 - BMTC Junction, KH Road","BTP102 - BMTC Junction, KH Road",Named junction,Wilson Garden,12.954878149999999,77.59297795,0.8300438596491226,8.153334918023916,24.8521875,12.786273850098446,9.025,24.8521875,0.23333333333333334,0.0,129.0,0.5723687333577868,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
219,Medium,h3_896189244d7ffff,h3_896189244d7ffff,H3/grid hotspot cell,Electronic City,12.87066455,77.65478705000001,0.8299707602339181,6.046328261327478,38.41,20.314428476196902,11.495000000000001,38.41,0.43333333333333335,0.0,272.0,0.5966140044590446,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
220,Medium,"junction_BTP093 - Toll Gate, Mysore Road","BTP093 - Toll Gate, Mysore Road",Named junction,Chamarajpet,12.957922400000001,77.55222425,0.8289839181286549,5.790504005640056,51.925625,18.73438597030377,1.375,51.925625,0.2,0.5,58.0,0.4291177835211927,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
221,Medium,"junction_BTP089 - Police Quarters, Sultan Road","BTP089 - Police Quarters, Sultan Road",Named junction,Chamarajpet,12.9603614,77.562937,0.8285087719298245,5.631120986817599,47.196875000000006,27.922017293705412,25.419375000000002,47.196875000000006,0.23333333333333334,0.10344827586206896,67.0,0.43910220521544285,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
222,Medium,h3_8961892c9b7ffff,h3_8961892c9b7ffff,H3/grid hotspot cell,Kodigehalli,13.0272475,77.57830114999999,0.8281067251461988,5.882621912306769,37.197500000000005,23.002152847957948,18.700000000000003,37.197500000000005,0.23333333333333334,0.09375,160.0,0.5632402019406167,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
223,Medium,h3_8960145a68fffff,h3_8960145a68fffff,H3/grid hotspot cell,Basavanagudi,12.94246955,77.5675479,0.8271929824561401,5.673091196251348,40.215,27.275995209894056,26.440000000000005,40.215,0.2,0.02631578947368421,152.0,0.5657933474636814,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
224,Medium,h3_89601696687ffff,h3_89601696687ffff,H3/grid hotspot cell,Yelahanka,13.09751365,77.59900735,0.8268640350877192,5.77884393051001,48.540000000000006,18.942578464270664,6.05,48.540000000000006,0.3,0.0,165.0,0.57462967380306,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
225,Medium,h3_8961892c997ffff,h3_8961892c997ffff,H3/grid hotspot cell,R.T. Nagar,13.0276503,77.5860304,0.8268640350877192,6.016541778929538,40.618500000000004,16.563345874184183,4.575000000000002,40.618500000000004,0.43333333333333335,0.0,166.0,0.5838895578953303,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
226,Medium,junction_BTP119 - Minerva Circle,BTP119 - Minerva Circle,Named junction,City Market,12.9552127,77.5800034,0.8267543859649122,7.183255964443093,29.576375000000002,12.324448154733734,4.962499999999997,29.576375000000002,0.3,0.0,166.0,0.5786448026505749,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
227,Medium,h3_8961892e057ffff,h3_8961892e057ffff,H3/grid hotspot cell,Mahadevapura,12.9959659,77.6947222,0.8266447368421052,5.042274020108726,64.1997,30.45471554651537,10.2522,64.1997,0.16666666666666666,0.55,130.0,0.5136126367963116,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
228,Medium,"junction_BTP113 - 27th Cross, Pai Vista, KR Road","BTP113 - 27th Cross, Pai Vista, KR Road",Named junction,Banashankari,12.9173505,77.5732767,0.8258771929824561,6.590684827278777,30.762500000000003,13.780968450356957,7.7125,30.762500000000003,0.2,0.10526315789473684,103.0,0.5084595031500294,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
229,Medium,h3_8960145b3d3ffff,h3_8960145b3d3ffff,H3/grid hotspot cell,Malleshwaram,13.0055496,77.5688117,0.8251461988304093,5.718540116527652,50.775000000000034,16.40890695840363,0.0,50.775000000000034,0.2,0.0,676.0,0.6788001006123139,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
230,Medium,junction_BTP106 - VV Puram College,BTP106 - VV Puram College,Named junction,V.V.Puram (C.Pet),12.9528861,77.5738399,0.825109649122807,4.658873238608148,90.0125,30.50938544961101,0.721875,90.0125,0.4666666666666667,0.017241379310344827,140.0,0.534135292573585,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
231,Medium,h3_8960145b287ffff,h3_8960145b287ffff,H3/grid hotspot cell,Sadashivanagar,13.0070365,77.5789846,0.824890350877193,5.241849152701432,43.391000000000005,35.48593619462345,31.936,43.391000000000005,0.36666666666666664,0.21621621621621623,108.0,0.5057591937057059,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
232,Medium,h3_89601459557ffff,h3_89601459557ffff,H3/grid hotspot cell,Yeshwanthpura,13.0272949,77.5432012,0.8248172514619883,6.003963283852427,35.7025,18.281064812465594,12.595,35.7025,0.23333333333333334,0.0,198.0,0.5830778556525941,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
233,Medium,h3_89601459053ffff,h3_89601459053ffff,H3/grid hotspot cell,Jalahalli,13.0508912,77.5527718,0.8242324561403508,5.4318853471573885,48.6475,23.85765619396407,11.550000000000002,48.6475,0.3,0.18,161.0,0.5515395819258009,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
234,Medium,junction_BTP034 - LRDE Junction,BTP034 - LRDE Junction,Named junction,High ground,12.98864665,77.59198435,0.8239400584795321,5.654566857735745,44.19375,19.082319449942467,8.350000000000001,44.19375,0.3,0.0,182.0,0.5882338453487633,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
235,Medium,h3_8961892e913ffff,h3_8961892e913ffff,H3/grid hotspot cell,Shivajinagar,12.9830922,77.6132695,0.8225877192982456,5.183355317900346,49.007000000000005,29.686651236493354,29.835,49.007000000000005,0.2,0.0,101.0,0.4769581099815297,Periodic monitoring,Peak parking-risk windows,"High rank from ML, recent history, and operational priority ensemble"
